縣市 ,測站名稱 ,空氣污染指標 ,指標污染物, 狀態 ,二氧化硫濃度 ,一氧化碳濃度 ,臭氧濃度 ,懸浮微粒濃度 ,細懸浮微粒濃度 ,二氧化氮濃度 ,細懸浮微粒指標 ,氮氧化物 ,一氧化氮 ,發佈時間
臺北市,士林,40,,良好,1.7,0.63,5,23,14,25,3,27.92,2.87,2016-05-27 00:00
臺北市,陽明,40,,良好,1.7,0.16,48,14,10,0.7,2,1.39,.72,2016-05-27 01:00
臺北市,大同,56,懸浮微粒,普通,2.6,1.68,,57,11,24,3,53.1,28.79,2016-05-27 01:00
臺北市,松山,48,,良好,2,0.82,4.8,32,27,20,3,34.52,14.24,2016-05-27 01:00
臺北市,古亭,43,,良好,1.3,0.51,10,32,20,14,3,17.31,2.94,2016-05-27 01:00
臺北市,萬華,38,,良好,1.4,0.52,14,16,6,14,3,15.67,2.11,2016-05-27 01:00
臺北市,中山,52,懸浮微粒,普通,2.2,0.59,6.5,35,16,22,3,25.7,3.21,2016-05-27 01:00
臺北市,士林,34,,良好,1.9,0.53,6.5,10,9,21,2,22.45,1.92,2016-05-27 01:00
臺北市,陽明,44,,良好,2.2,0.21,52,25,19,1.6,2,2.55,.98,2016-05-27 02:00
臺北市,松山,44,,良好,1.8,0.54,7,29,15,17,3,22.71,6.02,2016-05-27 02:00
臺北市,古亭,39,,良好,1.3,0.38,14,29,13,9.3,2,11.35,2.06,2016-05-27 02:00
臺北市,萬華,33,,良好,2.2,0.4,15,15,7,10,2,11.76,1.61,2016-05-27 02:00
臺北市,中山,51,懸浮微粒,普通,1.5,0.45,11,41,13,15,3,16.5,1.91,2016-05-27 02:00
臺北市,士林,27,,良好,1.9,0.47,8.2,7,13,16,2,17.78,1.51,2016-05-27 02:00
臺北市,大同,56,懸浮微粒,普通,2.6,1.68,,57,11,24,3,53.1,28.79,2016-05-27 01:00
臺北市,陽明,36,,良好,3.3,0.17,43,13,11,2.1,2,2.83,.75,2016-05-27 03:00
臺北市,松山,40,,良好,1.3,0.41,8.9,30,19,12,3,15.69,3.27,2016-05-27 03:00
臺北市,古亭,38,,良好,1.3,0.38,7.6,29,9,12,2,14.36,2.39,2016-05-27 03:00
臺北市,萬華,29,,良好,1.9,0.33,14,12,9,8.5,2,10.17,1.63,2016-05-27 03:00
臺北市,中山,49,,良好,2.4,0.45,12,44,18,15,3,16.66,1.66,2016-05-27 03:00
臺北市,士林,25,,良好,1.9,0.3,13,16,7,10,2,11.34,1.11,2016-05-27 03:00
臺北市,大同,0,,,2.6,1.68,,57,11,24,,53.1,28.79,2016-05-27 01:00
臺北市,陽明,24,,良好,10,0.33,29,21,14,17,2,17.96,.72,2016-05-27 04:00
臺北市,松山,37,,良好,1.3,0.41,7.1,33,9,12,3,15,3.16,2016-05-27 04:00
臺北市,古亭,36,,良好,1.3,0.34,7.4,25,10,9.4,2,12.69,3.25,2016-05-27 04:00
臺北市,萬華,26,,良好,1.7,0.28,13,17,11,6.8,2,8.41,1.59,2016-05-27 04:00
臺北市,中山,47,,良好,1.4,0.37,11,40,16,11,3,11.32,.22,2016-05-27 04:00
臺北市,士林,23,,良好,1.8,0.32,13,19,12,9.2,2,10.35,1.14,2016-05-27 04:00
臺北市,大同,0,,,2.6,1.68,,57,11,24,,53.1,28.79,2016-05-27 01:00
臺北市,陽明,49,,良好,3.1,0.26,59,37,32,3.6,2,4.25,.65,2016-05-27 05:00
臺北市,松山,35,,良好,1.3,0.41,5.9,26,7,11,2,14.8,3.59,2016-05-27 05:00
臺北市,古亭,34,,良好,1.2,0.3,7.6,32,9,9.3,2,12.34,3.02,2016-05-27 05:00
臺北市,萬華,26,,良好,1.5,0.26,13,25,8,6.7,2,7.86,1.13,2016-05-27 05:00
臺北市,中山,45,,良好,1.6,0.35,9.9,30,13,11,2,10.52,.02,2016-05-27 05:00
臺北市,士林,24,,良好,1.9,0.32,13,25,6,10,2,10.99,1.02,2016-05-27 05:00
臺北市,大同,0,,,2.6,1.68,,57,11,24,,53.1,28.79,2016-05-27 01:00
臺北市,陽明,44,,良好,2.8,0.27,53,40,35,2.8,2,3.4,.57,2016-05-27 06:00
臺北市,松山,34,,良好,1.3,0.37,8.9,24,3,11,2,14.3,3.31,2016-05-27 06:00
臺北市,古亭,33,,良好,1.3,0.35,6.4,30,9,11,2,19.22,8.37,2016-05-27 06:00
臺北市,萬華,25,,良好,1.3,0.32,11,27,2,8.3,2,9.91,1.64,2016-05-27 06:00
臺北市,中山,41,,良好,1.7,0.43,8.5,28,17,11,2,13,1.86,2016-05-27 06:00
臺北市,士林,24,,良好,1.9,0.38,10,18,8,13,2,14.26,1.57,2016-05-27 06:00
臺北市,大同,0,,,2.6,1.68,,57,11,24,,53.1,28.79,2016-05-27 01:00
臺北市,陽明,33,,良好,5,0.33,40,39,35,7.2,2,8.05,.89,2016-05-27 07:00
臺北市,松山,31,,良好,1.4,0.51,8,18,9,15,2,30.93,16,2016-05-27 07:00
臺北市,古亭,32,,良好,1.4,0.42,8.3,30,11,12,2,29.59,17.49,2016-05-27 07:00
臺北市,萬華,27,,良好,1.6,0.51,8,31,9,15,2,24.63,9.52,2016-05-27 07:00
臺北市,中山,37,,良好,1.7,0.43,11,30,15,12,2,16.04,3.58,2016-05-27 07:00
臺北市,士林,23,,良好,1.9,0.47,8.2,21,12,14,2,18.61,4.63,2016-05-27 07:00
臺北市,大同,0,,,2.6,1.68,,57,11,24,,53.1,28.79,2016-05-27 01:00
臺北市,陽明,27,,良好,5.1,0.27,28,24,21,12,3,13,1.48,2016-05-27 08:00
臺北市,大同,0,,,5.9,3.86,,49,11,39,,125.52,86.72,2016-05-27 08:00
臺北市,松山,28,,良好,2,0.8,8.2,22,12,23,2,51.49,28.25,2016-05-27 08:00
臺北市,古亭,31,,良好,1.8,0.79,7.6,28,12,18,2,42.1,24.52,2016-05-27 08:00
臺北市,萬華,27,,良好,2.5,0.94,10,32,15,27,2,42.88,16.35,2016-05-27 08:00
臺北市,中山,35,,良好,2.7,0.75,12,31,13,23,2,33.23,9.83,2016-05-27 08:00
臺北市,士林,22,,良好,2.6,0.68,10,24,14,21,2,30.25,9.69,2016-05-27 08:00
臺北市,陽明,26,,良好,3.3,0.13,31,12,6,3,2,3.91,.95,2016-05-27 09:00
臺北市,大同,0,,,6.8,3.8,,59,25,56,,128.46,72.09,2016-05-27 09:00
臺北市,松山,28,,良好,3.8,0.81,32,29,16,24,2,34.83,10.52,2016-05-27 09:00
臺北市,古亭,34,,良好,4,0.93,30,50,22,24,2,38.87,15.11,2016-05-27 09:00
臺北市,萬華,29,,良好,4.9,1.12,28,40,23,33,2,44,10.9,2016-05-27 09:00
臺北市,中山,36,,良好,4.5,1.38,30,40,13,38,2,51.67,14.08,2016-05-27 09:00
臺北市,士林,25,,良好,4.8,0.76,31,29,,26,2,35.31,9.51,2016-05-27 09:00
臺北市,陽明,33,,良好,3.9,0.21,39,21,14,5.1,2,6.1,1.02,2016-05-27 10:00
臺北市,大同,0,,,6.2,1.54,,68,31,41,,49.27,7.85,2016-05-27 10:00
臺北市,松山,50,,良好,3.9,0.83,60,41,27,27,2,32.8,5.39,2016-05-27 10:00
臺北市,古亭,66,臭氧,普通,4.7,0.8,79,57,28,23,2,27.6,4.52,2016-05-27 10:00
臺北市,萬華,76,臭氧,普通,7.2,0.94,91,54,30,22,2,24.73,2.34,2016-05-27 10:00
臺北市,中山,60,臭氧,普通,4.9,1.09,72,56,29,33,2,35.89,2.43,2016-05-27 10:00
臺北市,士林,50,,良好,5.1,0.48,59,44,28,17,2,19.29,2.71,2016-05-27 10:00
臺北市,陽明,41,,良好,3.6,0.22,49,23,20,5.2,2,6.19,1,2016-05-27 11:00
臺北市,大同,0,,,5.7,1.99,,75,41,59,,71.27,12.37,2016-05-27 11:00
臺北市,松山,75,臭氧,普通,3.7,0.86,90,47,34,33,2,36.79,4.07,2016-05-27 11:00
臺北市,古亭,94,臭氧,普通,3.8,0.73,113,58,31,22,2,25.41,3.01,2016-05-27 11:00
臺北市,萬華,107,臭氧,不良,6,0.94,125,60,37,23,2,24.54,1.4,2016-05-27 11:00
臺北市,中山,86,臭氧,普通,4.7,1.04,104,82,36,34,2,35.35,1.58,2016-05-27 11:00
臺北市,士林,65,臭氧,普通,5,0.42,78,54,40,15,2,16.54,1.62,2016-05-27 11:00
臺北市,陽明,42,,良好,3.3,0.19,50,24,18,3.8,2,4.46,.67,2016-05-27 12:00
臺北市,大同,0,,,5.1,1.01,,77,35,37,,45.13,8.6,2016-05-27 12:00
臺北市,松山,95,臭氧,普通,4.6,0.7,114,47,,22,2,23.55,1.26,2016-05-27 12:00
臺北市,古亭,101,臭氧,不良,4.3,0.69,121,62,34,24,2,26.28,2.69,2016-05-27 12:00
臺北市,萬華,83,臭氧,普通,5.2,0.78,99,69,42,27,3,28.68,2.02,2016-05-27 12:00
臺北市,中山,60,臭氧,普通,4.6,0.9,72,91,42,38,3,41.35,3.52,2016-05-27 12:00
臺北市,士林,57,臭氧,普通,4.2,0.3,68,57,31,11,3,12.13,1.52,2016-05-27 12:00
臺北市,陽明,46,,良好,3.1,0.22,55,27,27,4,2,4.6,.65,2016-05-27 13:00
臺北市,大同,0,,,4.5,1.09,,79,40,36,,41.72,5.56,2016-05-27 13:00
臺北市,松山,70,臭氧,普通,27,0.48,84,56,48,29,3,31.24,2.3,2016-05-27 13:00
臺北市,古亭,92,臭氧,普通,18,0.6,111,66,37,29,3,32,2.72,2016-05-27 13:00
臺北市,萬華,94,臭氧,普通,4.7,0.68,113,67,42,22,3,23.36,1.43,2016-05-27 13:00
臺北市,中山,84,臭氧,普通,5.3,0.69,101,96,41,27,3,27.7,.68,2016-05-27 13:00
臺北市,士林,63,臭氧,普通,4.2,0.31,76,48,30,8.9,3,10.05,1.19,2016-05-27 13:00
臺北市,陽明,45,,良好,2.8,0.22,54,22,24,3.8,2,4.42,.59,2016-05-27 14:00
臺北市,大同,0,,,3.9,0.78,,72,36,27,,30.43,3.82,2016-05-27 14:00
臺北市,松山,64,臭氧,普通,25,0.37,76,62,47,23,3,25.03,2.35,2016-05-27 14:00
臺北市,古亭,78,臭氧,普通,21,0.49,94,57,35,27,3,30,2.69,2016-05-27 14:00
臺北市,萬華,60,臭氧,普通,4,0.71,72,64,39,30,3,31.57,1.53,2016-05-27 14:00
臺北市,中山,61,懸浮微粒,普通,4.6,0.87,66,87,42,38,3,41.34,3.42,2016-05-27 14:00
臺北市,士林,59,臭氧,普通,3.6,0.28,70,39,29,8.6,3,10,1.4,2016-05-27 14:00
臺北市,陽明,58,臭氧,普通,3.5,0.25,69,29,29,4.1,3,4.45,.39,2016-05-27 15:00
臺北市,大同,61,懸浮微粒,普通,3.3,0.9,,70,37,29,3,38.24,9.74,2016-05-27 15:00
臺北市,松山,57,臭氧,普通,6.4,0.4,68,66,41,19,3,19.93,1.39,2016-05-27 15:00
臺北市,古亭,61,臭氧,普通,3.2,0.44,73,43,28,19,3,21.42,2.27,2016-05-27 15:00
臺北市,萬華,52,懸浮微粒,普通,2.8,0.6,50,56,39,26,3,27.93,1.57,2016-05-27 15:00
臺北市,中山,62,懸浮微粒,普通,3,0.97,39,90,42,45,3,56.75,11.41,2016-05-27 15:00
臺北市,士林,48,,良好,3.1,0.27,58,40,29,10,3,11.31,.91,2016-05-27 15:00
臺北市,陽明,55,臭氧,普通,3.8,0.23,66,29,27,4,3,4.6,.63,2016-05-27 16:00
臺北市,大同,60,懸浮微粒,普通,3.4,1.55,,67,30,42,3,73,30.52,2016-05-27 16:00
臺北市,松山,50,,良好,2.1,0.35,33,54,31,26,3,28.62,2.45,2016-05-27 16:00
臺北市,古亭,48,,良好,2.1,0.52,27,35,14,29,3,35.42,6.68,2016-05-27 16:00
臺北市,萬華,51,懸浮微粒,普通,2.6,0.74,12,41,27,35,3,51.16,16.09,2016-05-27 16:00
臺北市,中山,63,懸浮微粒,普通,2.7,0.87,33,84,43,41,3,46.35,5.76,2016-05-27 16:00
臺北市,士林,41,,良好,3.1,0.47,46,50,35,21,3,22.93,1.65,2016-05-27 16:00
臺北市,陽明,47,,良好,2.6,0.22,56,28,28,4.1,3,4.56,.51,2016-05-27 17:00
臺北市,大同,60,懸浮微粒,普通,5.3,3.3,,76,33,63,3,175.26,112.35,2016-05-27 17:00
臺北市,松山,50,,良好,1.5,0.4,23,45,27,23,3,28.23,5.12,2016-05-27 17:00
臺北市,古亭,44,,良好,2.1,0.63,20,34,22,33,3,40.85,7.93,2016-05-27 17:00
臺北市,萬華,48,,良好,2.9,0.78,13,31,25,41,3,49.65,8.95,2016-05-27 17:00
臺北市,中山,62,懸浮微粒,普通,2.2,0.8,20,73,37,42,4,46.97,5.02,2016-05-27 17:00
臺北市,士林,43,,良好,2.8,0.44,37,56,37,22,3,23,1.49,2016-05-27 17:00
臺北市,陽明,47,,良好,2.6,0.22,56,28,28,4.1,3,4.56,.51,2016-05-27 17:00
臺北市,大同,60,懸浮微粒,普通,5.3,3.3,,76,33,63,3,175.26,112.35,2016-05-27 17:00
臺北市,松山,50,,良好,1.5,0.4,23,45,27,23,3,28.23,5.12,2016-05-27 17:00
臺北市,古亭,44,,良好,2.1,0.63,20,34,22,33,3,40.85,7.93,2016-05-27 17:00
臺北市,萬華,48,,良好,2.9,0.78,13,31,25,41,3,49.65,8.95,2016-05-27 17:00
臺北市,中山,62,懸浮微粒,普通,2.2,0.8,20,73,37,42,4,46.97,5.02,2016-05-27 17:00
臺北市,士林,43,,良好,2.8,0.44,37,56,37,22,3,23,1.49,2016-05-27 17:00
臺北市,陽明,45,,良好,2.6,0.21,54,26,24,3.6,3,4.37,.74,2016-05-27 18:00
臺北市,大同,60,懸浮微粒,普通,5,3.32,,76,30,52,3,138.31,86.61,2016-05-27 18:00
臺北市,松山,47,,良好,2.1,0.51,17,38,21,32,3,38.14,6.44,2016-05-27 18:00
臺北市,古亭,40,,良好,3.2,0.6,23,27,18,31,2,37.16,6.19,2016-05-27 18:00
臺北市,萬華,43,,良好,3.2,0.7,14,23,18,38,3,45.18,7.54,2016-05-27 18:00
臺北市,中山,61,懸浮微粒,普通,2.1,0.84,17,59,31,38,3,44.09,6.3,2016-05-27 18:00
臺北市,士林,46,,良好,2.2,0.48,28,53,34,26,3,28.39,1.96,2016-05-27 18:00
臺北市,陽明,44,,良好,2.6,0.19,53,24,21,4.1,2,4.82,.7,2016-05-27 19:00
臺北市,大同,60,懸浮微粒,普通,6.6,4.72,,71,35,62,3,178.67,116.77,2016-05-27 19:00
臺北市,松山,43,,良好,2.5,0.68,18,30,24,32,3,36.72,5.15,2016-05-27 19:00
臺北市,古亭,39,,良好,5.5,0.99,9.3,34,18,40,2,54.94,15.07,2016-05-27 19:00
臺北市,萬華,39,,良好,5.2,1.03,6.6,31,24,46,3,57.22,11.24,2016-05-27 19:00
臺北市,中山,60,懸浮微粒,普通,2.6,1.08,18,54,20,45,3,51.04,6.23,2016-05-27 19:00
臺北市,士林,47,,良好,2.1,0.72,18,42,37,31,3,32.98,1.6,2016-05-27 19:00
臺北市,陽明,32,,良好,2.5,0.12,38,13,10,3.4,2,3.71,.35,2016-05-27 20:00
臺北市,大同,60,懸浮微粒,普通,8.2,3.91,,59,31,56,3,196.92,141.18,2016-05-27 20:00
臺北市,松山,40,,良好,5.3,0.6,12,27,21,32,3,37.32,5,2016-05-27 20:00
臺北市,古亭,39,,良好,4.9,1.02,3.5,30,13,40,2,59.45,19.33,2016-05-27 20:00
臺北市,萬華,39,,良好,7.2,0.99,3.3,36,19,41,3,56.97,15.96,2016-05-27 20:00
臺北市,中山,58,懸浮微粒,普通,3.9,1.29,5.8,53,23,52,3,66.11,13.62,2016-05-27 20:00
臺北市,士林,46,,良好,2.3,0.77,12,35,31,38,3,40.24,2.27,2016-05-27 20:00
臺北市,陽明,26,,良好,2.6,0.13,31,11,6,3.7,2,4.38,.66,2016-05-27 21:00
臺北市,大同,60,懸浮微粒,普通,7.2,1.9,,60,33,50,3,137.84,87.46,2016-05-27 21:00
臺北市,松山,37,,良好,7.2,0.75,4.8,23,,39,3,47.49,8.46,2016-05-27 21:00
臺北市,古亭,36,,良好,3.4,0.93,2,22,16,38,2,53.64,15.98,2016-05-27 21:00
臺北市,萬華,40,,良好,7.9,1.09,1.9,42,17,44,3,63.01,18.83,2016-05-27 21:00
臺北市,中山,56,懸浮微粒,普通,5.6,1.08,3.8,48,30,50,3,70.91,20.98,2016-05-27 21:00
臺北市,士林,43,,良好,2.1,0.59,27,29,,24,3,25.82,1.41,2016-05-27 21:00
臺北市,陽明,22,,良好,3.2,0.15,26,13,6,5.2,2,5.93,.76,2016-05-27 22:00
臺北市,大同,58,懸浮微粒,普通,19,2.01,,57,33,47,3,152.98,105.69,2016-05-27 22:00
臺北市,松山,35,,良好,13,0.81,2.4,28,23,40,3,57.19,17.66,2016-05-27 22:00
臺北市,古亭,34,,良好,6.4,0.74,2,21,15,35,2,49.59,14.72,2016-05-27 22:00
臺北市,萬華,41,,良好,7.5,0.92,1.9,35,15,36,3,54.78,18.58,2016-05-27 22:00
臺北市,中山,56,懸浮微粒,普通,18,1.15,0.9,49,,49,3,80.48,31.62,2016-05-27 22:00
臺北市,士林,38,,良好,3.9,0.56,21,25,,23,,23.9,1.22,2016-05-27 22:00
臺北市,陽明,19,,良好,2.8,0.16,23,13,6,6.1,2,6.8,.66,2016-05-27 23:00
臺北市,大同,56,懸浮微粒,普通,9.6,1.16,,54,31,41,3,93.09,52.55,2016-05-27 23:00
臺北市,松山,33,,良好,4.9,0.73,3,22,,31,,46.89,15.62,2016-05-27 23:00
臺北市,古亭,32,,良好,2.8,0.74,2.1,28,18,29,2,45.62,16.9,2016-05-27 23:00
臺北市,萬華,40,,良好,9.2,1.08,0.4,30,17,36,2,60.92,25.25,2016-05-27 23:00
臺北市,中山,54,懸浮微粒,普通,9.1,1.13,0.9,45,,42,,69,27.29,2016-05-27 23:00
臺北市,士林,36,,良好,3.3,0.67,8.6,30,21,25,,26.91,2.23,2016-05-27 23:00
臺北市,陽明,17,,良好,2.8,0.18,20,13,5,6.9,2,7.59,.66,2016-05-28 00:00
臺北市,大同,56,懸浮微粒,普通,7,1.72,,51,25,35,3,97.32,62.1,2016-05-28 00:00
臺北市,松山,32,,良好,4.8,0.77,2.2,27,21,31,,47.58,17.01,2016-05-28 00:00
臺北市,古亭,30,,良好,2.4,0.63,5.1,25,16,26,2,37.63,11.51,2016-05-28 00:00
臺北市,萬華,36,,良好,5.7,1.13,1,24,18,31,2,62.49,31.13,2016-05-28 00:00
臺北市,中山,53,懸浮微粒,普通,4.6,0.97,0.9,45,30,37,,55.74,18.83,2016-05-28 00:00
臺北市,士林,35,,良好,2.7,0.44,11,33,23,17,,17.95,1.14,2016-05-28 00:00
臺北市,陽明,16,,良好,3.1,0.19,17,13,5,8.1,1,9.04,.98,2016-05-28 01:00
臺北市,大同,54,懸浮微粒,普通,4.7,1.53,,45,24,32,3,69.17,37.02,2016-05-28 01:00
臺北市,松山,32,,良好,4,0.58,6.7,30,19,24,3,30.62,7.09,2016-05-28 01:00
臺北市,古亭,29,,良好,1.7,0.46,9.5,30,10,20,2,24.69,4.86,2016-05-28 01:00
臺北市,萬華,32,,良好,4.5,0.84,3.7,21,18,27,2,40.78,13.81,2016-05-28 01:00
臺北市,中山,51,懸浮微粒,普通,4.8,0.89,1.1,38,23,36,,46.81,10.63,2016-05-28 01:00
臺北市,士林,35,,良好,2.8,0.38,11,38,22,15,3,15.83,1.17,2016-05-28 01:00
臺北市,陽明,16,,良好,2.2,0.19,17,11,5,8.9,1,9.82,.95,2016-05-28 02:00
臺北市,大同,52,懸浮微粒,普通,2.7,1.09,,45,22,25,3,47.54,22.51,2016-05-28 02:00
臺北市,松山,33,,良好,1.9,0.39,14,43,16,14,2,16.03,2.18,2016-05-28 02:00
臺北市,古亭,29,,良好,1.9,0.38,11,27,11,15,2,19.18,3.76,2016-05-28 02:00
臺北市,萬華,28,,良好,1.5,0.42,11,20,12,16,2,18.16,2.01,2016-05-28 02:00
臺北市,中山,48,,良好,1.8,0.8,2.9,34,20,29,3,43.68,14.4,2016-05-28 02:00
臺北市,士林,36,,良好,3,0.37,8.6,31,17,15,3,16.25,1.35,2016-05-28 02:00
臺北市,陽明,20,,良好,2,0.16,24,10,4,6.2,1,6.98,.76,2016-05-28 03:00
臺北市,大同,51,懸浮微粒,普通,3.1,0.77,,43,20,26,3,42.15,16.42,2016-05-28 03:00
臺北市,松山,35,,良好,1.9,0.37,9.9,42,18,12,2,13.56,1.4,2016-05-28 03:00
臺北市,古亭,28,,良好,1.7,0.33,11,30,12,14,2,17.85,4.2,2016-05-28 03:00
臺北市,萬華,26,,良好,1.3,0.39,11,24,14,14,2,15.42,1.07,2016-05-28 03:00
臺北市,中山,45,,良好,2,0.72,1.6,38,17,28,3,40.72,12.64,2016-05-28 03:00
臺北市,士林,36,,良好,2.6,0.29,12,31,14,10,2,11.14,1.07,2016-05-28 03:00
臺北市,陽明,21,,良好,1.9,0.15,26,10,3,3.6,1,4.07,.43,2016-05-28 04:00
臺北市,大同,50,,良好,2.1,0.63,,43,13,23,3,30.44,7.76,2016-05-28 04:00
臺北市,松山,35,,良好,2.5,0.54,2.3,33,12,19,2,28.7,9.32,2016-05-28 04:00
臺北市,古亭,29,,良好,1.6,0.4,7.6,34,11,14,2,18.41,4.19,2016-05-28 04:00
臺北市,萬華,27,,良好,1.4,0.48,3.9,32,12,22,2,26.8,5.24,2016-05-28 04:00
臺北市,中山,41,,良好,1,0.55,3,27,14,23,2,28.06,4.84,2016-05-28 04:00
臺北市,士林,33,,良好,2,0.23,12,23,9,9,2,9.95,.98,2016-05-28 04:00
臺北市,陽明,28,,良好,1.4,0.15,33,9,5,2.5,1,2.95,.44,2016-05-28 05:00
臺北市,大同,49,,良好,2.1,0.59,,47,11,22,2,33.28,11.68,2016-05-28 05:00
臺北市,松山,32,,良好,2.6,0.48,2.2,19,12,18,2,27.4,9.5,2016-05-28 05:00
臺北市,古亭,29,,良好,1.6,0.3,9.4,28,11,12,2,14.58,3.03,2016-05-28 05:00
臺北市,萬華,28,,良好,1.6,0.65,1.1,34,14,24,2,35.45,11.64,2016-05-28 05:00
臺北市,中山,37,,良好,1.3,0.44,3.6,27,19,21,2,24.58,3.79,2016-05-28 05:00
臺北市,士林,31,,良好,2,0.35,4.5,27,8,13,2,15.81,2.93,2016-05-28 05:00
臺北市,陽明,24,,良好,1.2,0.14,28,10,5,1.9,1,2.29,.44,2016-05-28 06:00
臺北市,大同,48,,良好,2.2,1.08,,45,16,22,2,43.94,21.7,2016-05-28 06:00
臺北市,松山,30,,良好,2.7,0.52,4.2,26,12,16,2,23.5,7.51,2016-05-28 06:00
臺北市,古亭,30,,良好,1.6,0.34,8.1,32,8,11,2,14.6,3.79,2016-05-28 06:00
臺北市,萬華,29,,良好,1.9,0.53,3.9,27,19,18,2,24.02,6.03,2016-05-28 06:00
臺北市,中山,34,,良好,1.2,0.69,2.7,22,,22,2,33.7,11.76,2016-05-28 06:00
臺北市,士林,29,,良好,1.9,0.29,6.5,26,6,9.6,2,11.89,2.33,2016-05-28 06:00
臺北市,陽明,22,,良好,1.4,0.14,26,15,8,1.7,1,2.12,.46,2016-05-28 07:00
臺北市,大同,48,,良好,3.7,1.87,,49,13,27,2,98.65,72.02,2016-05-28 07:00
臺北市,松山,28,,良好,2.4,0.48,8.9,31,17,14,2,25.94,11.83,2016-05-28 07:00
臺北市,古亭,29,,良好,1.8,0.43,7,28,9,12,1,24.55,12.67,2016-05-28 07:00
臺北市,萬華,29,,良好,1.9,0.5,6.9,22,18,15,2,25.65,10.29,2016-05-28 07:00
臺北市,中山,32,,良好,0.9,0.46,10,27,12,15,2,21.61,6.89,2016-05-28 07:00
臺北市,士林,28,,良好,3.2,0.48,7.6,27,3,13,1,21.84,8.52,2016-05-28 07:00
臺北市,陽明,24,,良好,1.6,0.15,29,18,10,2.5,1,3.25,.79,2016-05-28 08:00
臺北市,大同,47,,良好,3.9,2.01,,42,9,28,2,103.04,74.88,2016-05-28 08:00
臺北市,松山,29,,良好,2,0.5,17,36,13,13,2,21.28,7.87,2016-05-28 08:00
臺北市,古亭,29,,良好,2.1,0.66,9.9,31,14,17,2,35.18,18.34,2016-05-28 08:00
臺北市,萬華,27,,良好,1.4,0.48,13,24,12,14,2,24.56,10.37,2016-05-28 08:00
臺北市,中山,31,,良好,1.1,0.55,14,31,13,15,2,24.67,9.34,2016-05-28 08:00
臺北市,士林,28,,良好,2.6,0.65,14,27,10,20,1,31.49,11.14,2016-05-28 08:00
臺北市,陽明,27,,良好,1.7,0.15,33,14,9,2.5,1,3.33,.85,2016-05-28 09:00
臺北市,大同,46,,良好,2.9,1.96,,42,3,33,2,64.81,31.7,2016-05-28 09:00
臺北市,松山,29,,良好,2,0.51,29,22,16,15,2,20.35,5.15,2016-05-28 09:00
臺北市,古亭,29,,良好,2.1,0.51,24,28,6,17,1,26.25,9.57,2016-05-28 09:00
臺北市,萬華,26,,良好,1.1,0.59,22,30,6,19,2,27.2,7.85,2016-05-28 09:00
臺北市,中山,31,,良好,1.5,0.95,20,30,15,29,2,45.89,17.05,2016-05-28 09:00
臺北市,士林,27,,良好,3.4,0.53,28,22,13,19,1,25.75,7.06,2016-05-28 09:00
臺北市,陽明,34,,良好,2.2,0.2,41,19,12,4.6,1,5.64,1.02,2016-05-28 10:00
臺北市,大同,43,,良好,3.5,2.31,,32,15,46,2,83.28,37.16,2016-05-28 10:00
臺北市,松山,33,,良好,2.9,0.5,40,16,,21,2,26.26,5.48,2016-05-28 10:00
臺北市,古亭,36,,良好,2.2,0.46,43,23,6,15,1,19.29,4.29,2016-05-28 10:00
臺北市,萬華,34,,良好,1,0.51,41,28,9,17,2,22.52,5.09,2016-05-28 10:00
臺北市,中山,34,,良好,1.3,0.89,37,46,19,30,2,39.39,9.23,2016-05-28 10:00
臺北市,士林,48,,良好,3.4,0.44,57,23,19,16,2,18.54,2.38,2016-05-28 10:00
臺北市,陽明,46,,良好,2.6,0.24,55,23,14,5.7,1,6.79,1.13,2016-05-28 11:00
臺北市,大同,40,,良好,3.8,2.29,,32,18,51,2,77.94,26.92,2016-05-28 11:00
臺北市,松山,53,臭氧,普通,2.9,0.48,64,26,19,18,2,21.06,3.41,2016-05-28 11:00
臺北市,古亭,61,臭氧,普通,2.1,0.49,73,18,10,14,1,16.59,2.52,2016-05-28 11:00
臺北市,萬華,62,臭氧,普通,1.6,0.52,74,30,15,14,2,15.71,1.66,2016-05-28 11:00
臺北市,中山,61,臭氧,普通,1.8,0.78,74,43,14,25,2,28.96,3.81,2016-05-28 11:00
臺北市,士林,59,臭氧,普通,4.1,0.35,71,15,,14,2,15.44,1.5,2016-05-28 11:00
臺北市,陽明,52,臭氧,普通,2.3,0.24,63,18,13,5.4,1,6,.62,2016-05-28 12:00
臺北市,大同,39,,良好,4.3,1.32,,36,26,32,2,39.53,7.38,2016-05-28 12:00
臺北市,松山,80,臭氧,普通,2.5,0.55,96,37,25,18,2,20.71,2.59,2016-05-28 12:00
臺北市,古亭,77,臭氧,普通,2.2,0.46,93,24,15,13,1,14.65,1.58,2016-05-28 12:00
臺北市,萬華,72,臭氧,普通,2,0.48,87,35,13,13,2,14.41,1.28,2016-05-28 12:00
臺北市,中山,68,臭氧,普通,2.2,0.57,81,44,16,19,2,20.77,1.63,2016-05-28 12:00
臺北市,士林,53,臭氧,普通,2.9,0.26,63,17,,8.4,,9.63,1.28,2016-05-28 12:00
臺北市,陽明,56,臭氧,普通,3.2,0.27,67,35,22,6,2,6.86,.87,2016-05-28 13:00
臺北市,大同,39,,良好,4.2,1.65,,45,15,42,2,62.88,20.67,2016-05-28 13:00
